datetime,Factor emision global,APEF,RES-E-RATIO,PVPC
2016-01-13 05:00:00+00:00,0.284816551,2.030159649,0.338891292,38.49
2016-01-13 06:00:00+00:00,0.310234593,1.932424715,0.32644471,44.41
2016-01-13 07:00:00+00:00,0.297468339,1.899589602,0.331388331,63.02
2016-01-13 08:00:00+00:00,0.288024047,1.838667994,0.357074922,68.96
2016-01-13 09:00:00+00:00,0.275423557,1.7651602,0.392204565,68.34
2016-01-13 10:00:00+00:00,0.284657487,1.692507361,0.422247252,67.84
2016-01-13 11:00:00+00:00,0.271994548,1.650931845,0.450712145,62.39
2016-01-13 12:00:00+00:00,0.262027203,1.626509174,0.462301523,122.6
2016-01-13 13:00:00+00:00,0.250405659,1.607651617,0.484088166,125.66
2016-01-13 14:00:00+00:00,0.241848288,1.615622029,0.478462304,121.85
2016-01-13 15:00:00+00:00,0.259498612,1.663114432,0.462296873,121.48
2016-01-13 16:00:00+00:00,0.281773941,1.711918645,0.447419593,120.46
2016-01-13 17:00:00+00:00,0.283286446,1.737569867,0.43683949,123.02
2016-01-13 18:00:00+00:00,0.282695456,1.742190536,0.423892238,132.07
2016-01-13 19:00:00+00:00,0.272026434,1.744733356,0.426810944,132.85
2016-01-13 20:00:00+00:00,0.26125421,1.756190562,0.432189247,128.32
2016-01-13 21:00:00+00:00,0.251879148,1.728137099,0.462704382,126.77
2016-01-13 22:00:00+00:00,0.247556585,1.724654036,0.51150119,54.55
2016-01-13 23:00:00+00:00,0.225862384,1.725139028,0.53675447,52.01
2016-01-14 00:00:00+00:00,0.214293924,1.788095068,0.556888821,42.99
2016-01-14 01:00:00+00:00,0.207112872,1.818846703,0.549451697,33.23
2016-01-14 02:00:00+00:00,0.214561151,1.872324973,0.538909401,25.55
2016-01-14 03:00:00+00:00,0.219498293,1.885061748,0.53323715,23.52
2016-01-14 04:00:00+00:00,0.231125994,1.88224623,0.525918827,22.04
2016-01-14 05:00:00+00:00,0.260153257,1.845309751,0.492684314,25.52
2016-01-14 06:00:00+00:00,0.280944347,1.779051665,0.45086743,37.58
2016-01-14 07:00:00+00:00,0.285499851,1.733251959,0.428143775,55.44
2016-01-14 08:00:00+00:00,0.287180347,1.689036217,0.430822623,64.14
2016-01-14 09:00:00+00:00,0.285687759,1.679592653,0.428937403,58.68
2016-01-14 10:00:00+00:00,0.286550437,1.689867295,0.424039836,59.3
2016-01-14 11:00:00+00:00,0.283884186,1.673162542,0.441255553,58.81
2016-01-14 12:00:00+00:00,0.285297964,1.692423028,0.43281365,125.83
2016-01-14 13:00:00+00:00,0.287377007,1.729151314,0.431520558,131.21
2016-01-14 14:00:00+00:00,0.278487329,1.749139022,0.434613609,126.94
2016-01-14 15:00:00+00:00,0.280952526,1.746397871,0.433220342,125.13
2016-01-14 16:00:00+00:00,0.298706786,1.761963812,0.419713518,122.72
2016-01-14 17:00:00+00:00,0.296769828,1.772439148,0.40172232,128.84
2016-01-14 18:00:00+00:00,0.294867734,1.785149912,0.390145802,135.79
2016-01-14 19:00:00+00:00,0.291793161,1.848298493,0.376411776,136.4
2016-01-14 20:00:00+00:00,0.289419082,1.913959498,0.370390799,130.22
2016-01-14 21:00:00+00:00,0.280483461,1.918611912,0.384440297,131.81
2016-01-14 22:00:00+00:00,0.264175741,1.899187483,0.398921105,56.13
2016-01-14 23:00:00+00:00,0.261423732,1.840408779,0.413760634,51.45
2016-01-15 00:00:00+00:00,0.250253323,1.92517796,0.418925698,52.29
2016-01-15 01:00:00+00:00,0.239804549,1.901397119,0.437220075,43.6
2016-01-15 02:00:00+00:00,0.233467853,1.919232418,0.447554308,39.17
2016-01-15 03:00:00+00:00,0.23059749,1.890894717,0.455537684,38.1
2016-01-15 04:00:00+00:00,0.243967016,1.909998212,0.449060087,36.58
2016-01-15 05:00:00+00:00,0.249483792,1.770471088,0.453267838,40.89
2016-01-15 06:00:00+00:00,0.269026937,1.677712972,0.433699337,47.68
2016-01-15 07:00:00+00:00,0.277226952,1.688365226,0.419061356,56.35
2016-01-15 08:00:00+00:00,0.268433312,1.630411124,0.446847954,62.98
2016-01-15 09:00:00+00:00,0.260196614,1.587482891,0.4692031,60.03
2016-01-15 10:00:00+00:00,0.258717496,1.589368162,0.498488022,59.54
2016-01-15 11:00:00+00:00,0.247865092,1.525749857,0.533050909,58.27
2016-01-15 12:00:00+00:00,0.230365113,1.453615804,0.559289023,119.34
2016-01-15 13:00:00+00:00,0.211210503,1.427521076,0.588480641,120.55
2016-01-15 14:00:00+00:00,0.199632889,1.426237834,0.6083138,120.68
2016-01-15 15:00:00+00:00,0.201787132,1.435178314,0.596707259,118.6
2016-01-15 16:00:00+00:00,0.231096332,1.555144461,0.551315344,117.46
2016-01-15 17:00:00+00:00,0.245224756,1.626542776,0.506434265,122.13
2016-01-15 18:00:00+00:00,0.257461154,1.665395802,0.474030664,129.19
